in s,C1 in V,C3 in V
-2.7924E-06,-3.96617E-02,-2.57336E+00
-2.7920E-06,-3.82945E-02,-2.47570E+00
-2.7916E-06,-3.73180E-02,-2.45617E+00
-2.7912E-06,-3.69273E-02,-2.51477E+00
-2.7908E-06,-3.63414E-02,-2.55383E+00
-2.7904E-06,-3.63414E-02,-2.45617E+00
-2.7900E-06,-3.59508E-02,-2.43664E+00
-2.7896E-06,-3.53648E-02,-2.45617E+00
-2.7892E-06,-3.61461E-02,-2.51477E+00
-2.7888E-06,-3.61461E-02,-2.41711E+00
-2.7884E-06,-3.63414E-02,-2.53430E+00
-2.7880E-06,-3.55602E-02,-2.51477E+00
-2.7876E-06,-3.49742E-02,-2.41711E+00
-2.7872E-06,-3.43883E-02,-2.43664E+00
-2.7868E-06,-3.34117E-02,-2.51477E+00
-2.7864E-06,-3.34117E-02,-2.49523E+00
-2.7860E-06,-3.20445E-02,-2.57336E+00
-2.7856E-06,-3.20445E-02,-2.41711E+00
-2.7852E-06,-3.16539E-02,-2.51477E+00
-2.7848E-06,-3.08727E-02,-2.45617E+00
-2.7844E-06,-2.98961E-02,-2.45617E+00
-2.7840E-06,-2.85289E-02,-2.41711E+00
-2.7836E-06,-2.79430E-02,-2.41711E+00
-2.7832E-06,-2.63805E-02,-2.43664E+00
-2.7828E-06,-2.61852E-02,-2.53430E+00
-2.7824E-06,-2.50133E-02,-2.45617E+00
-2.7820E-06,-2.40367E-02,-2.53430E+00
-2.7816E-06,-2.20836E-02,-2.51477E+00
-2.7812E-06,-2.16930E-02,-2.53430E+00
-2.7808E-06,-2.11070E-02,-2.47570E+00
-2.7804E-06,-1.93492E-02,-2.49523E+00
-2.7800E-06,-1.97398E-02,-2.51477E+00
-2.7796E-06,-1.81773E-02,-2.53430E+00
-2.7792E-06,-1.79820E-02,-2.47570E+00
-2.7788E-06,-1.72008E-02,-2.51477E+00
-2.7784E-06,-1.68102E-02,-2.53430E+00
-2.7780E-06,-1.52477E-02,-2.59289E+00
-2.7776E-06,-1.52477E-02,-2.51477E+00
-2.7772E-06,-1.46617E-02,-2.59289E+00
-2.7768E-06,-1.44664E-02,-2.47570E+00
-2.7764E-06,-1.38805E-02,-2.45617E+00
-2.7760E-06,-1.30992E-02,-2.51477E+00
-2.7756E-06,-1.32945E-02,-2.51477E+00
-2.7752E-06,-1.40758E-02,-2.45617E+00
-2.7748E-06,-1.48570E-02,-2.49523E+00
-2.7744E-06,-1.56383E-02,-2.41711E+00
-2.7740E-06,-1.68102E-02,-2.39758E+00
-2.7736E-06,-1.79820E-02,-2.47570E+00
-2.7732E-06,-1.99352E-02,-2.47570E+00
-2.7728E-06,-2.01305E-02,-2.47570E+00
-2.7724E-06,-2.26695E-02,-2.53430E+00
-2.7720E-06,-2.32555E-02,-2.49523E+00
-2.7716E-06,-2.38414E-02,-2.47570E+00
-2.7712E-06,-2.46227E-02,-2.47570E+00
-2.7708E-06,-2.52086E-02,-2.53430E+00
-2.7704E-06,-2.57945E-02,-2.47570E+00
-2.7700E-06,-2.71617E-02,-2.63195E+00
-2.7696E-06,-2.71617E-02,-2.51477E+00
-2.7692E-06,-2.75523E-02,-2.51477E+00
-2.7688E-06,-2.79430E-02,-2.45617E+00
-2.7684E-06,-2.83336E-02,-2.45617E+00
-2.7680E-06,-2.79430E-02,-2.39758E+00
-2.7676E-06,-2.77477E-02,-2.43664E+00
-2.7672E-06,-2.83336E-02,-2.47570E+00
-2.7668E-06,-2.83336E-02,-2.49523E+00
-2.7664E-06,-2.77477E-02,-2.51477E+00
-2.7660E-06,-2.83336E-02,-2.45617E+00
-2.7656E-06,-2.93102E-02,-2.53430E+00
-2.7652E-06,-3.04820E-02,-2.53430E+00
-2.7648E-06,-3.16539E-02,-2.43664E+00
-2.7644E-06,-3.34117E-02,-2.47570E+00
-2.7640E-06,-3.57555E-02,-2.45617E+00
-2.7636E-06,-3.84898E-02,-2.43664E+00
-2.7632E-06,-4.06383E-02,-2.45617E+00
-2.7628E-06,-4.27867E-02,-2.45617E+00
-2.7624E-06,-4.51305E-02,-2.45617E+00
-2.7620E-06,-4.70836E-02,-2.51477E+00
-2.7616E-06,-4.86461E-02,-2.37805E+00
-2.7612E-06,-4.92320E-02,-2.39758E+00
-2.7608E-06,-5.04039E-02,-2.39758E+00
-2.7604E-06,-5.13805E-02,-2.47570E+00
-2.7600E-06,-5.13805E-02,-2.49523E+00
-2.7596E-06,-5.29430E-02,-2.47570E+00
-2.7592E-06,-5.31383E-02,-2.45617E+00
-2.7588E-06,-5.31383E-02,-2.47570E+00
-2.7584E-06,-5.33336E-02,-2.49523E+00
-2.7580E-06,-5.35289E-02,-2.51477E+00
-2.7576E-06,-5.29430E-02,-2.51477E+00
-2.7572E-06,-5.19664E-02,-2.37805E+00
-2.7568E-06,-5.19664E-02,-2.43664E+00
-2.7564E-06,-5.04039E-02,-2.45617E+00
-2.7560E-06,-4.94273E-02,-2.49523E+00
-2.7556E-06,-4.78648E-02,-2.45617E+00
-2.7552E-06,-4.63023E-02,-2.33898E+00
-2.7548E-06,-4.51305E-02,-2.43664E+00
-2.7544E-06,-4.31773E-02,-2.49523E+00
-2.7540E-06,-4.22008E-02,-2.45617E+00
-2.7536E-06,-4.10289E-02,-2.47570E+00
-2.7532E-06,-4.02477E-02,-2.47570E+00
-2.7528E-06,-3.90758E-02,-2.53430E+00
-2.7524E-06,-3.79039E-02,-2.45617E+00
-2.7520E-06,-3.79039E-02,-2.47570E+00
-2.7516E-06,-3.80992E-02,-2.45617E+00
-2.7512E-06,-3.67320E-02,-2.39758E+00
-2.7508E-06,-3.65367E-02,-2.51477E+00
-2.7504E-06,-3.65367E-02,-2.43664E+00
-2.7500E-06,-3.65367E-02,-2.53430E+00
-2.7496E-06,-3.67320E-02,-2.55383E+00
-2.7492E-06,-3.63414E-02,-2.53430E+00
-2.7488E-06,-3.51695E-02,-2.43664E+00
-2.7484E-06,-3.45836E-02,-2.41711E+00
-2.7480E-06,-3.45836E-02,-2.47570E+00
-2.7476E-06,-3.39977E-02,-2.51477E+00
-2.7472E-06,-3.30211E-02,-2.51477E+00
-2.7468E-06,-3.28258E-02,-2.43664E+00
-2.7464E-06,-3.14586E-02,-2.57336E+00
-2.7460E-06,-3.10680E-02,-2.49523E+00
-2.7456E-06,-2.93102E-02,-2.49523E+00
-2.7452E-06,-2.91148E-02,-2.55383E+00
-2.7448E-06,-2.79430E-02,-2.45617E+00
-2.7444E-06,-2.81383E-02,-2.47570E+00
-2.7440E-06,-2.67711E-02,-2.51477E+00
-2.7436E-06,-2.81383E-02,-2.45617E+00
-2.7432E-06,-2.79430E-02,-2.45617E+00
-2.7428E-06,-2.91148E-02,-2.47570E+00
-2.7424E-06,-3.00914E-02,-2.43664E+00
-2.7420E-06,-3.26305E-02,-2.43664E+00
-2.7416E-06,-3.28258E-02,-2.47570E+00
-2.7412E-06,-3.47789E-02,-2.51477E+00
-2.7408E-06,-3.61461E-02,-2.51477E+00
-2.7404E-06,-3.77086E-02,-2.45617E+00
-2.7400E-06,-3.88805E-02,-2.45617E+00
-2.7396E-06,-4.04430E-02,-2.45617E+00
-2.7392E-06,-4.14195E-02,-2.45617E+00
-2.7388E-06,-4.22008E-02,-2.53430E+00
-2.7384E-06,-4.31773E-02,-2.49523E+00
-2.7380E-06,-4.33727E-02,-2.51477E+00
-2.7376E-06,-4.41539E-02,-2.47570E+00
-2.7372E-06,-4.39586E-02,-2.45617E+00
-2.7368E-06,-4.39586E-02,-2.47570E+00
-2.7364E-06,-4.47398E-02,-2.47570E+00
-2.7360E-06,-4.47398E-02,-2.45617E+00
-2.7356E-06,-4.41539E-02,-2.51477E+00
-2.7352E-06,-4.35680E-02,-2.49523E+00
-2.7348E-06,-4.43492E-02,-2.53430E+00
-2.7344E-06,-4.37633E-02,-2.49523E+00
-2.7340E-06,-4.47398E-02,-2.51477E+00
-2.7336E-06,-4.51305E-02,-2.51477E+00
-2.7332E-06,-4.64977E-02,-2.43664E+00
-2.7328E-06,-4.76695E-02,-2.41711E+00
-2.7324E-06,-4.92320E-02,-2.43664E+00
-2.7320E-06,-4.98180E-02,-2.45617E+00
-2.7316E-06,-5.00133E-02,-2.45617E+00
-2.7312E-06,-5.02086E-02,-2.43664E+00
-2.7308E-06,-4.98180E-02,-2.45617E+00
-2.7304E-06,-4.98180E-02,-2.43664E+00
-2.7300E-06,-4.92320E-02,-2.49523E+00
-2.7296E-06,-4.96227E-02,-2.41711E+00
-2.7292E-06,-4.90367E-02,-2.39758E+00
-2.7288E-06,-4.84508E-02,-2.37805E+00
-2.7284E-06,-4.72789E-02,-2.41711E+00
-2.7280E-06,-4.70836E-02,-2.45617E+00
-2.7276E-06,-4.70836E-02,-2.41711E+00
-2.7272E-06,-4.59117E-02,-2.45617E+00
-2.7268E-06,-4.55211E-02,-2.47570E+00
-2.7264E-06,-4.43492E-02,-2.45617E+00
-2.7260E-06,-4.33727E-02,-2.51477E+00
-2.7256E-06,-4.27867E-02,-2.47570E+00
-2.7252E-06,-4.00523E-02,-2.51477E+00
-2.7248E-06,-3.94664E-02,-2.41711E+00
-2.7244E-06,-3.77086E-02,-2.45617E+00
-2.7240E-06,-3.57555E-02,-2.47570E+00
-2.7236E-06,-3.39977E-02,-2.43664E+00
-2.7232E-06,-3.32164E-02,-2.45617E+00
-2.7228E-06,-3.18492E-02,-2.51477E+00
-2.7224E-06,-3.06773E-02,-2.55383E+00
-2.7220E-06,-2.97008E-02,-2.45617E+00
-2.7216E-06,-2.83336E-02,-2.51477E+00
-2.7212E-06,-2.75523E-02,-2.51477E+00
-2.7208E-06,-2.67711E-02,-2.45617E+00
-2.7204E-06,-2.55992E-02,-2.51477E+00
-2.7200E-06,-2.50133E-02,-2.47570E+00
-2.7196E-06,-2.46227E-02,-2.47570E+00
-2.7192E-06,-2.36461E-02,-2.45617E+00
-2.7188E-06,-2.30602E-02,-2.51477E+00
-2.7184E-06,-2.30602E-02,-2.45617E+00
-2.7180E-06,-2.26695E-02,-2.47570E+00
-2.7176E-06,-2.34508E-02,-2.53430E+00
-2.7172E-06,-2.32555E-02,-2.47570E+00
-2.7168E-06,-2.42320E-02,-2.43664E+00
-2.7164E-06,-2.63805E-02,-2.51477E+00
-2.7160E-06,-2.81383E-02,-2.47570E+00
-2.7156E-06,-3.12633E-02,-2.53430E+00
-2.7152E-06,-3.41930E-02,-2.49523E+00
-2.7148E-06,-3.82945E-02,-2.45617E+00
-2.7144E-06,-4.18102E-02,-2.51477E+00
-2.7140E-06,-4.41539E-02,-2.41711E+00
-2.7136E-06,-4.68883E-02,-2.41711E+00
-2.7132E-06,-4.92320E-02,-2.45617E+00
-2.7128E-06,-5.19664E-02,-2.39758E+00
-2.7124E-06,-5.45055E-02,-2.45617E+00
-2.7120E-06,-5.60680E-02,-2.45617E+00
-2.7116E-06,-5.88023E-02,-2.55383E+00
-2.7112E-06,-5.93883E-02,-2.51477E+00
-2.7108E-06,-6.05602E-02,-2.47570E+00
-2.7104E-06,-6.17320E-02,-2.39758E+00
-2.7100E-06,-6.19273E-02,-2.43664E+00
-2.7096E-06,-6.21227E-02,-2.45617E+00
-2.7092E-06,-6.30992E-02,-2.45617E+00
-2.7088E-06,-6.21227E-02,-2.45617E+00
-2.7084E-06,-6.25133E-02,-2.45617E+00
-2.7080E-06,-6.15367E-02,-2.45617E+00
-2.7076E-06,-6.05602E-02,-2.41711E+00
-2.7072E-06,-6.01695E-02,-2.49523E+00
-2.7068E-06,-5.86070E-02,-2.45617E+00
-2.7064E-06,-5.76305E-02,-2.45617E+00
-2.7060E-06,-5.62633E-02,-2.51477E+00
-2.7056E-06,-5.58727E-02,-2.39758E+00
-2.7052E-06,-5.48961E-02,-2.49523E+00
-2.7048E-06,-5.41148E-02,-2.47570E+00
-2.7044E-06,-5.31383E-02,-2.47570E+00
-2.7040E-06,-5.13805E-02,-2.39758E+00
-2.7036E-06,-5.04039E-02,-2.37805E+00
-2.7032E-06,-4.92320E-02,-2.55383E+00
-2.7028E-06,-4.78648E-02,-2.39758E+00
-2.7024E-06,-4.66930E-02,-2.39758E+00
-2.7020E-06,-4.68883E-02,-2.45617E+00
-2.7016E-06,-4.63023E-02,-2.41711E+00
-2.7012E-06,-4.59117E-02,-2.49523E+00
-2.7008E-06,-4.68883E-02,-2.43664E+00
-2.7004E-06,-4.74742E-02,-2.53430E+00
-2.7000E-06,-4.88414E-02,-2.51477E+00
-2.6996E-06,-4.92320E-02,-2.49523E+00
-2.6992E-06,-5.04039E-02,-2.49523E+00
-2.6988E-06,-5.11852E-02,-2.45617E+00
-2.6984E-06,-5.09898E-02,-2.47570E+00
-2.6980E-06,-5.09898E-02,-2.47570E+00
-2.6976E-06,-4.92320E-02,-2.39758E+00
-2.6972E-06,-4.92320E-02,-2.39758E+00
-2.6968E-06,-4.88414E-02,-2.49523E+00
-2.6964E-06,-4.82555E-02,-2.41711E+00
-2.6960E-06,-4.70836E-02,-2.51477E+00
-2.6956E-06,-4.72789E-02,-2.45617E+00
-2.6952E-06,-4.63023E-02,-2.47570E+00
-2.6948E-06,-4.55211E-02,-2.49523E+00
-2.6944E-06,-4.37633E-02,-2.53430E+00
-2.6940E-06,-4.43492E-02,-2.49523E+00
-2.6936E-06,-4.27867E-02,-2.51477E+00
-2.6932E-06,-4.20055E-02,-2.53430E+00
-2.6928E-06,-4.10289E-02,-2.49523E+00
-2.6924E-06,-3.96617E-02,-2.43664E+00
-2.6920E-06,-3.82945E-02,-2.49523E+00
-2.6916E-06,-3.67320E-02,-2.47570E+00
-2.6912E-06,-3.55602E-02,-2.45617E+00
-2.6908E-06,-3.47789E-02,-2.41711E+00
-2.6904E-06,-3.41930E-02,-2.53430E+00
-2.6900E-06,-3.32164E-02,-2.47570E+00
-2.6896E-06,-3.20445E-02,-2.39758E+00
-2.6892E-06,-3.20445E-02,-2.53430E+00
-2.6888E-06,-3.10680E-02,-2.53430E+00
-2.6884E-06,-3.02867E-02,-2.45617E+00
-2.6880E-06,-2.93102E-02,-2.47570E+00
-2.6876E-06,-2.85289E-02,-2.53430E+00
-2.6872E-06,-2.77477E-02,-2.41711E+00
-2.6868E-06,-2.67711E-02,-2.55383E+00
-2.6864E-06,-2.48180E-02,-2.45617E+00
-2.6860E-06,-2.48180E-02,-2.45617E+00
-2.6856E-06,-2.34508E-02,-2.45617E+00
-2.6852E-06,-2.26695E-02,-2.53430E+00
-2.6848E-06,-2.16930E-02,-2.37805E+00
-2.6844E-06,-1.99352E-02,-2.41711E+00
-2.6840E-06,-1.91539E-02,-2.45617E+00
-2.6836E-06,-1.85680E-02,-2.45617E+00
-2.6832E-06,-1.70055E-02,-2.43664E+00
-2.6828E-06,-1.58336E-02,-2.45617E+00
-2.6824E-06,-1.48570E-02,-2.53430E+00
-2.6820E-06,-1.40758E-02,-2.49523E+00
-2.6816E-06,-1.30992E-02,-2.39758E+00
-2.6812E-06,-1.21227E-02,-2.49523E+00
-2.6808E-06,-1.09508E-02,-2.49523E+00
-2.6804E-06,-9.97422E-03,-2.51477E+00
-2.6800E-06,-9.58359E-03,-2.39758E+00
-2.6796E-06,-9.58359E-03,-2.45617E+00
-2.6792E-06,-8.99766E-03,-2.51477E+00
-2.6788E-06,-7.63047E-03,-2.51477E+00
-2.6784E-06,-7.63047E-03,-2.43664E+00
-2.6780E-06,-6.65391E-03,-2.49523E+00
-2.6776E-06,-7.04453E-03,-2.47570E+00
-2.6772E-06,-6.45859E-03,-2.47570E+00
-2.6768E-06,-5.09141E-03,-2.55383E+00
-2.6764E-06,-5.87266E-03,-2.47570E+00
-2.6760E-06,-6.26328E-03,-2.53430E+00
-2.6756E-06,-7.43516E-03,-2.47570E+00
-2.6752E-06,-8.99766E-03,-2.47570E+00
-2.6748E-06,-1.23180E-02,-2.47570E+00
-2.6744E-06,-1.54430E-02,-2.47570E+00
-2.6740E-06,-1.97398E-02,-2.57336E+00
-2.6736E-06,-2.28648E-02,-2.45617E+00
-2.6732E-06,-2.79430E-02,-2.53430E+00
-2.6728E-06,-3.20445E-02,-2.53430E+00
-2.6724E-06,-3.63414E-02,-2.51477E+00
-2.6720E-06,-3.92711E-02,-2.39758E+00
-2.6716E-06,-4.20055E-02,-2.33898E+00
-2.6712E-06,-4.49352E-02,-2.35852E+00
-2.6708E-06,-4.64977E-02,-2.24133E+00
-2.6704E-06,-4.98180E-02,-2.14367E+00
-2.6700E-06,-5.33336E-02,-1.77258E+00
-2.6696E-06,-5.70445E-02,-1.36242E+00
-2.6692E-06,-6.25133E-02,-7.76484E-01
-2.6688E-06,-6.83727E-02,-1.31953E-01
-2.6684E-06,-7.44273E-02,5.32109E-01
-2.6680E-06,-8.12633E-02,1.21570E+00
-2.6676E-06,-8.92711E-02,1.86023E+00
-2.6672E-06,-9.61070E-02,2.40711E+00
-2.6668E-06,-1.00990E-01,2.89539E+00
-2.6664E-06,-1.06849E-01,3.26648E+00
-2.6660E-06,-1.11146E-01,3.50086E+00
-2.6656E-06,-1.14076E-01,3.81336E+00
-2.6652E-06,-1.17591E-01,3.87195E+00
-2.6648E-06,-1.20521E-01,3.93055E+00
-2.6644E-06,-1.23060E-01,4.02820E+00
-2.6640E-06,-1.25013E-01,4.06727E+00
-2.6636E-06,-1.27162E-01,4.14539E+00
-2.6632E-06,-1.28920E-01,4.12586E+00
-2.6628E-06,-1.29505E-01,4.08680E+00
-2.6624E-06,-1.30482E-01,4.20398E+00
-2.6620E-06,-1.31068E-01,4.22352E+00
-2.6616E-06,-1.30287E-01,4.22352E+00
-2.6612E-06,-1.28724E-01,4.16492E+00
-2.6608E-06,-1.26771E-01,4.26258E+00
-2.6604E-06,-1.25013E-01,4.24305E+00
-2.6600E-06,-1.23060E-01,4.22352E+00
-2.6596E-06,-1.20521E-01,4.24305E+00
-2.6592E-06,-1.19349E-01,4.28211E+00
-2.6588E-06,-1.17396E-01,4.20398E+00
-2.6584E-06,-1.16420E-01,4.24305E+00
-2.6580E-06,-1.16029E-01,4.24305E+00
-2.6576E-06,-1.15052E-01,4.22352E+00
-2.6572E-06,-1.14662E-01,4.22352E+00
-2.6568E-06,-1.14662E-01,4.14539E+00
-2.6564E-06,-1.13099E-01,4.10633E+00
-2.6560E-06,-1.11537E-01,4.18445E+00
-2.6556E-06,-1.09584E-01,4.16492E+00
-2.6552E-06,-1.08021E-01,4.18445E+00
-2.6548E-06,-1.05873E-01,4.18445E+00
-2.6544E-06,-1.03920E-01,4.24305E+00
-2.6540E-06,-1.02552E-01,4.20398E+00
-2.6536E-06,-1.00990E-01,4.24305E+00
-2.6532E-06,-9.98180E-02,4.24305E+00
-2.6528E-06,-9.82555E-02,4.28211E+00
-2.6524E-06,-9.63023E-02,4.28211E+00
-2.6520E-06,-9.45445E-02,4.26258E+00
-2.6516E-06,-9.25914E-02,4.18445E+00
-2.6512E-06,-9.00523E-02,4.18445E+00
-2.6508E-06,-8.79039E-02,4.20398E+00
-2.6504E-06,-8.43883E-02,4.26258E+00
-2.6500E-06,-8.14586E-02,4.24305E+00
-2.6496E-06,-7.87242E-02,4.26258E+00
-2.6492E-06,-7.69664E-02,4.26258E+00
-2.6488E-06,-7.46227E-02,4.20398E+00
-2.6484E-06,-7.40367E-02,4.26258E+00
-2.6480E-06,-7.36461E-02,4.26258E+00
-2.6476E-06,-7.46227E-02,4.22352E+00
-2.6472E-06,-7.57945E-02,4.18445E+00
-2.6468E-06,-7.71617E-02,4.12586E+00
-2.6464E-06,-7.89195E-02,4.10633E+00
-2.6460E-06,-8.04820E-02,4.02820E+00
-2.6456E-06,-8.10680E-02,3.89148E+00
-2.6452E-06,-8.18492E-02,3.69617E+00
-2.6448E-06,-8.20445E-02,3.63758E+00
-2.6444E-06,-8.34117E-02,3.48133E+00
-2.6440E-06,-8.36070E-02,3.30555E+00
-2.6436E-06,-8.45836E-02,3.11023E+00
-2.6432E-06,-8.61461E-02,2.91492E+00
-2.6428E-06,-8.65367E-02,2.77820E+00
-2.6424E-06,-8.71227E-02,2.68055E+00
-2.6420E-06,-8.71227E-02,2.52430E+00
-2.6416E-06,-8.73180E-02,2.46570E+00
-2.6412E-06,-8.67320E-02,2.40711E+00
-2.6408E-06,-8.63414E-02,2.36805E+00
-2.6404E-06,-8.57555E-02,2.32898E+00
-2.6400E-06,-8.36070E-02,2.27039E+00
-2.6396E-06,-8.20445E-02,2.21180E+00
-2.6392E-06,-7.97008E-02,2.21180E+00
-2.6388E-06,-7.85289E-02,2.15320E+00
-2.6384E-06,-7.59898E-02,2.19227E+00
-2.6380E-06,-7.44273E-02,2.19227E+00
-2.6376E-06,-7.24742E-02,2.19227E+00
-2.6372E-06,-7.01305E-02,2.15320E+00
-2.6368E-06,-6.85680E-02,2.13367E+00
-2.6364E-06,-6.66148E-02,2.11414E+00
-2.6360E-06,-6.50523E-02,2.11414E+00
-2.6356E-06,-6.29039E-02,2.03602E+00
-2.6352E-06,-6.09508E-02,2.19227E+00
-2.6348E-06,-5.91930E-02,2.19227E+00
-2.6344E-06,-5.66539E-02,2.07508E+00
-2.6340E-06,-5.48961E-02,2.07508E+00
-2.6336E-06,-5.37242E-02,2.11414E+00
-2.6332E-06,-5.15758E-02,2.11414E+00
-2.6328E-06,-4.92320E-02,2.05555E+00
-2.6324E-06,-4.84508E-02,2.09461E+00
-2.6320E-06,-4.68883E-02,2.05555E+00
-2.6316E-06,-4.57164E-02,2.07508E+00
-2.6312E-06,-4.37633E-02,2.03602E+00
-2.6308E-06,-4.25914E-02,2.05555E+00
-2.6304E-06,-4.04430E-02,2.05555E+00
-2.6300E-06,-3.82945E-02,1.97742E+00
-2.6296E-06,-3.69273E-02,1.99695E+00
-2.6292E-06,-3.49742E-02,1.95789E+00
-2.6288E-06,-3.28258E-02,2.05555E+00
-2.6284E-06,-3.06773E-02,1.97742E+00
-2.6280E-06,-2.95055E-02,1.97742E+00
-2.6276E-06,-2.81383E-02,1.99695E+00
-2.6272E-06,-2.67711E-02,1.97742E+00
-2.6268E-06,-2.54039E-02,2.05555E+00
-2.6264E-06,-2.36461E-02,2.03602E+00
-2.6260E-06,-2.24742E-02,2.01648E+00
-2.6256E-06,-2.14977E-02,2.09461E+00
-2.6252E-06,-2.09117E-02,2.05555E+00
-2.6248E-06,-1.91539E-02,1.97742E+00
-2.6244E-06,-1.85680E-02,1.97742E+00
-2.6240E-06,-1.79820E-02,2.09461E+00
-2.6236E-06,-1.93492E-02,2.01648E+00
-2.6232E-06,-1.89586E-02,1.99695E+00
-2.6228E-06,-2.01305E-02,1.97742E+00
-2.6224E-06,-2.13023E-02,2.05555E+00
-2.6220E-06,-2.28648E-02,2.07508E+00
-2.6216E-06,-2.42320E-02,2.11414E+00
-2.6212E-06,-2.57945E-02,2.17273E+00
-2.6208E-06,-2.67711E-02,2.21180E+00
-2.6204E-06,-2.77477E-02,2.27039E+00
-2.6200E-06,-2.71617E-02,2.27039E+00
-2.6196E-06,-2.83336E-02,2.30945E+00
-2.6192E-06,-2.77477E-02,2.32898E+00
-2.6188E-06,-2.77477E-02,2.36805E+00
-2.6184E-06,-2.81383E-02,2.44617E+00
-2.6180E-06,-2.81383E-02,2.48523E+00
-2.6176E-06,-2.79430E-02,2.46570E+00
-2.6172E-06,-2.77477E-02,2.48523E+00
-2.6168E-06,-2.77477E-02,2.48523E+00
-2.6164E-06,-2.77477E-02,2.50477E+00
-2.6160E-06,-2.75523E-02,2.56336E+00
-2.6156E-06,-2.71617E-02,2.54383E+00
-2.6152E-06,-2.61852E-02,2.68055E+00
-2.6148E-06,-2.55992E-02,2.66102E+00
-2.6144E-06,-2.52086E-02,2.66102E+00
-2.6140E-06,-2.40367E-02,2.62195E+00
-2.6136E-06,-2.18883E-02,2.60242E+00
-2.6132E-06,-2.16930E-02,2.60242E+00
-2.6128E-06,-2.03258E-02,2.56336E+00
-2.6124E-06,-2.05211E-02,2.62195E+00
-2.6120E-06,-1.95445E-02,2.64148E+00
-2.6116E-06,-1.85680E-02,2.71961E+00
-2.6112E-06,-1.81773E-02,2.68055E+00
-2.6108E-06,-1.85680E-02,2.70008E+00
-2.6104E-06,-1.75914E-02,2.68055E+00
-2.6100E-06,-1.70055E-02,2.66102E+00
-2.6096E-06,-1.62242E-02,2.71961E+00
-2.6092E-06,-1.58336E-02,2.79773E+00
-2.6088E-06,-1.58336E-02,2.68055E+00
-2.6084E-06,-1.48570E-02,2.64148E+00
-2.6080E-06,-1.40758E-02,2.73914E+00
-2.6076E-06,-1.38805E-02,2.73914E+00
-2.6072E-06,-1.34898E-02,2.71961E+00
-2.6068E-06,-1.27086E-02,2.71961E+00
-2.6064E-06,-1.30992E-02,2.79773E+00
-2.6060E-06,-1.19273E-02,2.66102E+00
-2.6056E-06,-1.17320E-02,2.68055E+00
-2.6052E-06,-1.07555E-02,2.64148E+00
-2.6048E-06,-9.97422E-03,2.66102E+00
-2.6044E-06,-9.19297E-03,2.70008E+00
-2.6040E-06,-8.21641E-03,2.70008E+00
-2.6036E-06,-7.04453E-03,2.66102E+00
-2.6032E-06,-5.87266E-03,2.85633E+00
-2.6028E-06,-6.06797E-03,2.79773E+00
-2.6024E-06,-5.28672E-03,2.73914E+00
-2.6020E-06,-5.28672E-03,2.73914E+00
-2.6016E-06,-4.31016E-03,2.81727E+00
-2.6012E-06,-4.89609E-03,2.70008E+00
-2.6008E-06,-3.72422E-03,2.66102E+00
-2.6004E-06,-4.70078E-03,2.70008E+00
-2.6000E-06,-3.33359E-03,2.73914E+00
-2.5996E-06,-4.31016E-03,2.73914E+00
-2.5992E-06,-3.52891E-03,2.73914E+00
-2.5988E-06,-2.35703E-03,2.73914E+00
-2.5984E-06,-2.94297E-03,2.70008E+00
-2.5980E-06,-2.16172E-03,2.71961E+00
-2.5976E-06,-1.77109E-03,2.64148E+00
-2.5972E-06,-1.96641E-03,2.62195E+00
-2.5968E-06,-9.89844E-04,2.71961E+00
-2.5964E-06,-1.96641E-03,2.70008E+00
-2.5960E-06,-1.57578E-03,2.60242E+00
-2.5956E-06,-1.38047E-03,2.62195E+00
-2.5952E-06,-1.57578E-03,2.68055E+00
-2.5948E-06,-1.77109E-03,2.68055E+00
-2.5944E-06,-7.94531E-04,2.60242E+00
-2.5940E-06,-1.18516E-03,2.58289E+00
-2.5936E-06,-4.03906E-04,2.54383E+00
-2.5932E-06,-9.89844E-04,2.58289E+00
-2.5928E-06,-5.99219E-04,2.60242E+00
-2.5924E-06,-1.18516E-03,2.62195E+00
-2.5920E-06,-1.77109E-03,2.58289E+00
-2.5916E-06,-2.55234E-03,2.56336E+00
-2.5912E-06,-3.33359E-03,2.56336E+00
-2.5908E-06,-4.31016E-03,2.50477E+00
-2.5904E-06,-5.09141E-03,2.62195E+00
-2.5900E-06,-4.89609E-03,2.54383E+00
-2.5896E-06,-5.09141E-03,2.46570E+00
-2.5892E-06,-5.09141E-03,2.48523E+00
-2.5888E-06,-5.09141E-03,2.54383E+00
-2.5884E-06,-5.09141E-03,2.58289E+00
-2.5880E-06,-5.48203E-03,2.52430E+00
-2.5876E-06,-5.48203E-03,2.52430E+00
-2.5872E-06,-4.70078E-03,2.48523E+00
-2.5868E-06,-5.67734E-03,2.54383E+00
-2.5864E-06,-5.28672E-03,2.50477E+00
-2.5860E-06,-5.09141E-03,2.46570E+00
-2.5856E-06,-5.09141E-03,2.50477E+00
-2.5852E-06,-5.09141E-03,2.50477E+00
-2.5848E-06,-5.28672E-03,2.52430E+00
-2.5844E-06,-4.70078E-03,2.46570E+00
-2.5840E-06,-4.31016E-03,2.46570E+00
-2.5836E-06,-4.11484E-03,2.48523E+00
-2.5832E-06,-3.52891E-03,2.48523E+00
-2.5828E-06,-3.52891E-03,2.46570E+00
